ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
MSFT,20260511,407.87,412.69,405.5,412.66,415.12,-2.46,-0.592598,35657900.0,14714589144.58
MSFT,20260512,414.48,415.5,406.64,407.77,412.66,-4.89,-1.184998,38594200.0,15737556509.99
MSFT,20260513,403.2,406.31,401.03,405.21,407.77,-2.56,-0.627804,29667100.0,12021405337.5
MSFT,20260514,404.48,411.84,400.88,409.43,405.21,4.22,1.041436,27077500.0,11086340626.68
MSFT,20260515,414.27,428.17,412.91,421.92,409.43,12.49,3.050588,50771200.0,21421385385.74
MSFT,20260518,416.62,425.12,415.61,423.54,421.92,1.62,0.383958,32564100.0,13792199192.26
MSFT,20260519,429.9,432.7,416.49,417.42,423.54,-6.12,-1.444963,33018700.0,13782666197.37
MSFT,20260520,414.17,422.1,411.3,421.06,417.42,3.64,0.87202,27864000.0,11732415771.97
MSFT,20260521,424.75,426.34,415.71,419.09,421.06,-1.97,-0.467867,31393500.0,13156701800.03
MSFT,20260522,419.54,424.4,416.33,418.57,419.09,-0.52,-0.124076,22390300.0,9371908034.99
MSFT,20260526,416.43,419.77,413.02,416.03,418.57,-2.54,-0.60683,30398000.0,12646479902.89
MSFT,20260527,411.01,415.94,409.58,412.67,416.03,-3.36,-0.807631,28901500.0,11926782393.08
MSFT,20260528,412.98,429.49,412.67,426.99,412.67,14.32,3.470079,47250500.0,20175490533.57
MSFT,20260529,432.55,450.33,432.36,450.24,426.99,23.25,5.445093,79654400.0,35863596278.12
MSFT,20260601,464.84,466.32,458.27,460.52,450.24,10.28,2.283227,53628900.0,24697180438.82
MSFT,20260602,446.88,453.5,440.43,441.31,460.52,-19.21,-4.17137,37036800.0,16344710117.58
MSFT,20260603,438.45,440.39,424.25,427.34,441.31,-13.97,-3.165576,39037000.0,16682071437.04
MSFT,20260604,435.81,436.15,426.41,428.05,427.34,0.71,0.166142,26899500.0,11514330646.64
MSFT,20260605,428.34,429.47,414.4,416.67,428.05,-11.38,-2.658562,34782200.0,14492699741.05
MSFT,20260608,414.14,417.16,408.56,411.74,416.67,-4.93,-1.183196,32086700.0,13211377544.65
MSFT,20260609,409.03,411.98,398.48,403.41,411.74,-8.33,-2.023118,35317300.0,14247352122.34
MSFT,20260610,398.55,405.04,397.16,397.36,403.41,-6.05,-1.499719,32576000.0,12944398882.81
MSFT,20260611,395.21,396.85,384.0,390.34,397.36,-7.02,-1.766657,47224100.0,18433455021.06
MSFT,20260612,391.43,391.74,382.27,390.74,390.34,0.4,0.102473,34865800.0,13623462351.51
MSFT,20260615,396.8,401.75,392.85,399.76,390.74,9.02,2.308445,32266400.0,12898816379.1
MSFT,20260616,395.79,396.84,390.69,393.83,399.76,-5.93,-1.483396,31506800.0,12408322620.94
MSFT,20260617,390.25,390.37,377.32,378.91,393.83,-14.92,-3.788432,41987800.0,15909597451.76
MSFT,20260618,377.82,381.37,373.28,379.4,378.91,0.49,0.129316,59714200.0,22655567115.53
MSFT,20260622,375.74,381.63,367.07,367.34,379.4,-12.06,-3.178703,45171100.0,16593151708.58
MSFT,20260623,372.38,377.22,370.67,373.94,367.34,6.6,1.796702,40647600.0,15199763643.24
MSFT,20260624,371.57,378.88,364.78,365.46,373.94,-8.48,-2.267746,44509900.0,16266587673.67
MSFT,20260625,362.77,364.23,349.2,352.83,365.46,-12.63,-3.45592,66179000.0,23349935681.37
MSFT,20260626,357.15,376.61,355.43,372.97,352.83,20.14,5.708136,186201600.0,69447610979.3
MSFT,20260629,377.5,380.5,359.9,368.57,372.97,-4.4,-1.179718,51229900.0,18881804618.22
MSFT,20260630,371.03,374.15,367.45,373.02,368.57,4.45,1.207364,44945700.0,16765644520.21
MSFT,20260701,380.83,388.83,374.89,384.28,373.02,11.26,3.018608,48065800.0,18470725565.33
MSFT,20260702,384.48,392.2,383.7,390.49,384.28,6.21,1.616007,42128900.0,16450913749.58
MSFT,20260706,387.04,389.15,381.22,386.74,390.49,-3.75,-0.96,34224543.0,13194505581.64
MSFT,20260707,392.49,395.57,388.22,388.84,386.74,2.099999999999966,0.54,29297524.0,11486274756.95
MSFT,20260708,384.03,385.31,381.33,383.34,388.84,-5.5,-1.41,25908254.0,9926599583.97
MSFT,20260709,374.45,384.65,373.35,384.36,383.34,1.0200000000000389,0.27,31083196.0,11826715939.94
MSFT,20260710,387.8,391.91,381.5,385.1,384.36,0.7400000000000091,0.19,24644606.0,9490176916.47
MSFT,20260713,387.75,393.65,384.15,390.99,385.1,5.889999999999986,1.53,28914879.0,11286523703.17
MSFT,20260714,382.82,388.19,378.65,384.93,390.99,-6.060000000000002,-1.55,27863915.0,10727702569.59
MSFT,20260715,387.8,398.96,386.4,395.63,384.93,10.699999999999989,2.78,36253747.0,14321513810.18
MSFT,20260716,398.31,405.99,392.05,401.1,395.63,5.470000000000027,1.38,37047442.0,14830038795.71
MSFT,20260717,394.85,398.39,389.39,393.82,401.1,-7.28000000000003,-1.82,33049844.0,13014255861.85
MSFT,20260720,391.41,403.18,389.65,402.29,393.82,,,27915762.0,11136092408.26
MSFT,20260721,398.8,401.47,396.32,397.75,402.29,,,24126633.0,9620365348.73
MSFT,20260722,399.58,401.0,386.96,390.34,397.75,,,28142512.0,10974315518.36
MSFT,20260723,389.97,391.78,377.39,381.58,390.34,,,30351754.0,11599749876.4
MSFT,20260724,387.05,389.03,380.65,381.7,381.58,,,27659387.0,10604646869.16
MSFT,20260727,390.08,394.2,387.99,389.1,381.7,,,27856161.0,10892092389.25
MSFT,20260728,393.16,400.32,391.3,393.35,389.1,,,32367547.0,12811305883.21
MSFT,20260729,393.4,401.25,388.74,390.54,393.35,,,47209032.0,18609901913.82
MSFT,20260730,437.9,458.69,432.44,451.1,390.54,,,110160704.0,49432385178.0
MSFT,20260731,450.0,466.84,449.33,464.72,451.1,,,60799559.0,28021926167.0
