ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
TSLA,20260203,424.27,428.56,413.69,421.96,421.81,0.15,0.03556,56886500.0,24003827053.91
TSLA,20260204,420.46,423.9,399.18,406.01,421.96,-15.95,-3.779975,74606900.0,30291148197.58
TSLA,20260205,397.02,402.1,387.53,397.21,406.01,-8.8,-2.167439,72819800.0,28924752135.76
TSLA,20260206,400.87,414.55,397.75,411.11,397.21,13.9,3.499407,62677100.0,25767181662.88
TSLA,20260209,409.91,421.25,407.29,417.32,411.11,6.21,1.51055,54484300.0,22737388475.05
TSLA,20260210,418.08,427.25,417.0,425.21,417.32,7.89,1.890632,64450200.0,27404868991.28
TSLA,20260211,427.96,436.35,420.03,428.27,425.21,3.06,0.719644,57362000.0,24566423109.8
TSLA,20260212,430.3,436.23,414.0,417.07,428.27,-11.2,-2.615168,61933400.0,25830563591.61
TSLA,20260213,414.31,424.06,410.88,417.44,417.07,0.37,0.088713,51434100.0,21470650829.57
TSLA,20260217,412.36,413.72,400.51,410.63,417.44,-6.81,-1.631372,59678800.0,24505905935.4
TSLA,20260218,411.11,416.9,409.58,411.32,410.63,0.69,0.168035,45921400.0,18888390584.34
TSLA,20260219,407.25,415.25,404.11,411.71,411.32,0.39,0.094813,51019600.0,21005279080.04
TSLA,20260220,408.3,414.7,405.5,411.82,411.71,0.11,0.026722,57912200.0,23849402628.16
TSLA,20260223,407.29,407.7,394.04,399.83,411.82,-11.99,-2.911471,69680000.0,27860153464.36
TSLA,20260224,399.5,410.82,397.64,409.38,399.83,9.55,2.38852,58579500.0,23981275996.03
TSLA,20260225,412.15,420.34,412.15,417.4,409.38,8.02,1.959057,54809700.0,22877568445.47
TSLA,20260226,414.42,416.81,403.66,408.58,417.4,-8.82,-2.113083,53602500.0,21900908730.24
TSLA,20260227,402.94,407.12,398.11,402.51,408.58,-6.07,-1.485628,56890100.0,22898834706.57
TSLA,20260302,390.6,404.54,388.25,403.32,402.51,0.81,0.201237,55088300.0,22218213559.48
TSLA,20260303,395.09,396.34,385.39,392.43,403.32,-10.89,-2.700093,62617300.0,24572906580.38
TSLA,20260304,397.85,408.33,394.58,405.94,392.43,13.51,3.442655,68305500.0,27727934836.76
TSLA,20260305,401.57,408.62,399.42,405.55,405.94,-0.39,-0.096077,51925900.0,21058548111.14
TSLA,20260306,398.09,402.35,394.21,396.73,405.55,-8.82,-2.174819,64054600.0,25412382161.72
TSLA,20260309,390.05,401.59,381.4,398.68,396.73,1.95,0.491514,67018900.0,26719094561.14
TSLA,20260310,402.22,406.59,398.19,399.24,398.68,0.56,0.140463,59258700.0,23658442809.3
TSLA,20260311,402.28,416.38,402.15,407.82,399.24,8.58,2.149088,62559900.0,25513178876.2
TSLA,20260312,405.18,406.5,394.65,395.01,407.82,-12.81,-3.141091,60973800.0,24085261333.45
TSLA,20260313,399.17,400.2,389.95,391.2,395.01,-3.81,-0.964532,58504100.0,22886804634.16
TSLA,20260316,396.22,403.73,394.42,395.56,391.2,4.36,1.114516,58068300.0,22969496606.23
TSLA,20260317,395.69,400.12,393.0,399.27,395.56,3.71,0.937909,46890500.0,18721969419.85
TSLA,20260318,399.0,403.07,392.31,392.78,399.27,-6.49,-1.625464,50853100.0,19974080555.92
